seqnames	start	stop	strand
17	7669625	7669626	-
17	7669624	7669625	-
17	7669623	7669624	-
17	7669622	7669623	-
17	7669621	7669622	-
17	7669620	7669621	-
17	7669619	7669620	-
17	7669618	7669619	-
17	7669617	7669618	-
17	7669616	7669617	-
17	7669615	7669616	-
17	7669614	7669615	-
17	7669613	7669614	-
17	7669612	7669613	-
17	7669611	7669612	-
